0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1,0.0
1.05,0.0
1.1,0.0
1.15,0.0
1.2,0.0
1.25,0.0
1.3,0.0
1.35,0.0
1.4,0.0
1.45,0.0
1.5,0.0
1.55,0.0
1.6,13.3333333333
1.65,13.3333333333
1.7,13.3333333333
1.75,13.3333333333
1.8,13.3333333333
1.85,13.3333333333
1.9,13.3333333333
1.95,13.3333333333
2,40.0
2.05,40.0
2.1,40.0
2.15,40.0
2.2,40.0
2.25,53.3333333333
2.3,53.3333333333
2.35,73.3333333333
2.4,73.3333333333
2.45,73.3333333333
2.5,73.3333333333
2.55,73.3333333333
2.6,86.6666666667
2.65,86.6666666667
2.7,93.3333333333
