0.75,0.0
0.8,0.0
0.85,0.0
0.9,0.0
0.95,0.0
1,10.0
1.05,10.0
1.1,13.3333333333
1.15,16.6666666667
1.2,16.6666666667
1.25,16.6666666667
1.3,16.6666666667
1.35,20.0
1.4,23.3333333333
1.45,30.0
1.5,36.6666666667
1.55,56.6666666667
1.6,56.6666666667
1.65,56.6666666667
1.7,70.0
1.75,73.3333333333
1.8,86.6666666667
1.85,93.3333333333
1.9,100.0
1.95,100.0
2,100.0
2.05,100.0
2.1,100.0
2.15,100.0
2.2,100.0
2.25,100.0
2.3,100.0
2.35,100.0
2.4,100.0
2.45,100.0
2.5,100.0
2.55,100.0
2.6,100.0
2.65,100.0
2.7,100.0
